order_id,product_code,qty,unit_sales_price,order_item_id
41,PCOC-37724943,3,141.9,4
41,PCOE-29723300,2,59.34,1
41,PCOC-31319009,5,23.4,6
42,PCOD-25714769,4,78.4,4
42,PCOA-58333956,2,114.4,3
42,PCOD-55707828,1,83.7,1
42,PCOD-02609011,1,87.36,2
42,PCOE-10689102,5,89.1,6
42,PCOD-71515939,4,79.57,5
43,PCOA-41537782,2,111.6,2
43,PCOC-08020128,5,70.52,6
43,PCOE-72553432,2,25.48,3
43,PCOD-12466682,1,126.14,1
43,PCOA-80069163,4,42.48,5
43,PCOD-91144923,2,9.52,4
44,PCOA-70179201,4,149.35,3
44,PCOD-47297775,4,82.08,4
44,PCOB-14429277,3,93.06,2
44,PCOE-10689102,2,106.2,1
45,PCOB-65393201,4,111.32,3
45,PCOA-19532764,2,112.32,2
45,PCOA-41537782,1,111.6,1
46,PCOE-18062851,3,51.48,1
46,PCOB-50174687,5,47.17,2
46,PCOD-88653986,5,109.08,3
46,PCOE-46461343,5,27.6,4
47,PCOD-77418060,5,124.95,2
47,PCOA-91673821,5,106.05,3
47,PCOD-39678976,5,67.2,4
47,PCOE-32162691,1,107.88,1
48,PCOD-00714009,5,42.51,2
48,PCOC-88400352,1,149.86,1
49,PCOD-29980875,3,113.42,4
49,PCOC-67906844,1,166.5,1
49,PCOA-70534046,4,145.0,9
49,PCOD-51168627,3,119.18,5
49,PCOC-13184244,3,43.68,6
49,PCOD-90107421,3,96.3,7
49,PCOD-28234456,1,133.9,2
49,PCOA-20773988,3,72.54,8
49,PCOC-76747631,4,91.8,10
49,PCOD-09798978,2,117.45,3
50,PCOB-53080774,3,89.7,4
50,PCOB-06333619,1,96.04,1
50,PCOE-15337091,1,147.66,2
50,PCOE-87997217,1,145.04,3
51,PCOA-07953844,2,94.6,1
51,PCOD-60433757,2,87.36,2
51,PCOD-04889945,5,55.12,3
52,PCOA-35263955,5,6.9,2
52,PCOC-00384590,5,35.52,3
52,PCOA-78912908,1,120.0,1
53,PCOA-86190256,5,98.0,4
53,PCOA-16905442,1,103.0,1
53,PCOC-58752708,1,109.35,2
53,PCOA-77790369,1,12.87,3
53,PCOC-01194673,5,71.38,5
54,PCOC-02875516,2,71.4,1
54,PCOD-18364203,4,99.18,2
55,PCOB-72796459,2,29.1,1
55,PCOD-12239792,3,129.36,2
56,PCOD-81955471,4,111.87,3
56,PCOA-52951636,3,11.33,1
56,PCOE-15680629,4,124.63,4
56,PCOD-21741486,3,57.63,2
57,PCOD-84099672,5,79.8,3
57,PCOC-73849371,3,42.94,2
57,PCOE-36008626,5,23.94,4
57,PCOB-10595167,2,28.32,1
58,PCOA-68593153,2,19.2,1
58,PCOB-08232714,5,104.65,2
59,PCOB-28516494,1,163.02,1
59,PCOD-16622170,1,36.0,2
59,PCOE-47842323,4,109.04,3
60,PCOD-88653986,3,93.93,2
60,PCOD-00714009,1,40.56,1
61,PCOB-09671902,2,8.5,5
61,PCOB-54336244,5,2.7,7
61,PCOB-47621922,1,28.8,1
61,PCOE-00329934,4,130.24,6
61,PCOB-70217631,1,59.52,2
61,PCOB-18997730,1,11.1,3
61,PCOB-12878556,1,130.98,4
62,PCOE-04352959,3,166.8,3
62,PCOA-16561777,3,44.18,4
62,PCOE-52474026,2,113.12,2
62,PCOC-15997236,3,32.8,5
62,PCOC-89487997,1,59.8,1
63,PCOC-52016207,2,114.66,2
63,PCOA-43249425,2,112.88,3
63,PCOC-55860094,1,87.74,1
63,PCOA-96512312,2,31.92,4
63,PCOD-52206836,2,36.48,5
64,PCOE-47309329,5,106.2,2
64,PCOB-88702864,1,94.16,1
65,PCOA-19958610,1,170.17,1
65,PCOC-84325343,2,122.08,2
65,PCOC-18804451,3,122.18,3
65,PCOD-09798978,4,153.9,4
66,PCOB-29485406,3,41.31,1
66,PCOC-96348900,4,5.1,4
66,PCOD-84999028,3,77.72,2
66,PCOA-24929640,3,28.56,3
67,PCOD-95151353,3,84.66,1
67,PCOC-35498590,3,120.75,2
68,PCOE-00777238,4,47.52,2
68,PCOB-72772528,4,63.63,3
68,PCOE-88905961,1,44.64,1
69,PCOE-88634100,3,147.5,3
69,PCOD-87289876,2,48.06,1
69,PCOC-70611457,3,46.08,4
69,PCOC-77359299,2,9.79,2
70,PCOD-51432000,4,7.84,3
70,PCOD-32083269,1,105.93,1
70,PCOA-27167420,3,87.3,2
71,PCOE-42113615,3,49.98,2
71,PCOB-90527436,2,109.44,1
72,PCOA-33599533,1,59.84,1
72,PCOA-41537782,4,93.0,6
72,PCOB-03830239,4,107.1,7
72,PCOD-81955471,1,107.35,2
72,PCOC-43669927,2,153.3,4
72,PCOC-85459818,3,73.6,5
72,PCOB-12141092,4,145.0,8
72,PCOB-31535334,1,53.0,3
73,PCOB-19869751,2,9.9,1
73,PCOA-85151240,5,56.76,4
73,PCOD-54376562,5,117.6,5
73,PCOE-33562031,2,79.56,2
73,PCOE-65211399,3,39.56,3
74,PCOB-31448154,4,104.58,2
74,PCOD-78661753,3,95.2,1
75,PCOE-49740955,5,54.6,3
75,PCOA-33933903,2,114.66,1
75,PCOB-49474735,4,30.42,2
75,PCOA-82498493,5,119.85,4
76,PCOB-39798471,4,105.3,2
76,PCOC-31319009,5,23.4,3
76,PCOB-29747736,1,7.2,1
77,PCOD-29980875,5,109.18,7
77,PCOE-72030729,3,18.4,3
77,PCOE-80119182,4,11.34,5
77,PCOC-63587209,2,110.49,1
77,PCOE-10689102,3,81.9,4
77,PCOB-50895837,2,163.2,2
77,PCOC-28550936,4,148.68,6
78,PCOE-12469948,2,69.03,2
78,PCOA-55542217,1,22.42,1
79,PCOE-73775497,2,6.36,1
79,PCOE-19567911,3,84.8,3
79,PCOC-84325343,2,126.56,2
80,PCOB-56625746,4,105.56,2
80,PCOA-95393945,1,61.95,1
80,PCOC-17921160,5,32.55,3
81,PCOE-33562031,3,81.9,4
81,PCOC-66298614,2,59.16,3
81,PCOD-94569680,1,11.16,1
81,PCOC-35397229,1,53.55,2
81,PCOA-52469274,3,5.15,5
82,PCOB-54336244,1,3.03,1
82,PCOB-22498037,2,110.4,2
83,PCOC-35498590,2,117.3,2
83,PCOD-53418134,2,13.44,3
83,PCOA-03498656,4,130.13,5
83,PCOA-78912908,1,156.0,1
83,PCOC-24317627,3,33.32,4
84,PCOD-09784138,2,120.75,2
84,PCOC-54685831,4,145.77,4
84,PCOD-75112418,3,83.93,3
84,PCOB-56625746,5,136.88,6
84,PCOC-22339814,4,101.46,5
84,PCOC-05474067,1,28.8,1
85,PCOC-19236335,4,57.04,4
85,PCOE-80119182,3,11.9,2
85,PCOB-46887573,1,113.92,1
85,PCOC-27892175,3,46.0,3
85,PCOD-29980875,5,97.52,5
86,PCOC-35397229,1,55.44,1
86,PCOA-96512312,1,28.84,2
86,PCOB-12620164,2,130.0,3
86,PCOD-64412725,5,23.94,6
86,PCOE-88634100,5,117.5,7
86,PCOD-26108606,4,4.32,4
86,PCOD-54474488,5,54.52,8
86,PCOC-68406571,4,9.18,5
87,PCOD-90442359,1,155.61,1
87,PCOE-00888136,3,139.12,5
87,PCOE-72030729,4,25.3,6
87,PCOC-66298614,2,76.16,3
87,PCOA-11059322,1,14.04,2
87,PCOB-28516494,4,160.16,7
87,PCOD-53578793,2,27.6,4
87,PCOD-62204665,4,135.59,8
88,PCOA-33599533,1,71.4,1
88,PCOD-20616693,2,112.27,2
88,PCOB-75416977,5,129.71,6
88,PCOC-00214559,2,90.16,3
88,PCOD-15361477,4,98.94,5
88,PCOA-58803520,3,102.9,4
89,PCOC-70611457,2,50.4,1
89,PCOA-17940764,3,97.76,2
90,PCOA-13274833,4,142.56,1
90,PCOE-82438296,5,52.2,2
92,PCOA-27507717,4,8.7,3
92,PCOB-65731174,1,125.4,1
92,PCOD-24092272,5,54.94,4
92,PCOE-42573695,5,8.08,5
92,PCOB-94503088,2,165.41,2
93,PCOA-88167526,3,114.24,2
93,PCOA-82498493,1,162.15,1
93,PCOB-51789620,5,166.5,3
93,PCOC-30438849,5,144.64,4
94,PCOB-65377805,4,55.44,3
94,PCOB-10983499,1,61.06,1
94,PCOE-96877052,1,9.2,2
95,PCOA-54913908,5,26.7,3
95,PCOB-62782992,1,3.76,1
95,PCOD-85883975,4,138.43,2
96,PCOE-65472195,1,85.5,1
97,PCOE-96067876,4,76.38,3
97,PCOB-14429277,3,91.18,2
97,PCOE-12469948,4,58.41,4
97,PCOA-78697093,2,100.58,1
97,PCOB-35257239,4,63.0,5
98,PCOC-71818734,3,89.04,1
99,PCOA-66999877,5,81.81,2
99,PCOE-10689102,2,97.2,1
100,PCOB-82493419,4,50.46,5
100,PCOE-96931725,3,119.84,3
100,PCOC-73849371,3,45.6,4
100,PCOD-22558141,2,36.38,2
100,PCOD-95853046,1,25.2,1
100,PCOB-22229560,5,81.9,6
101,PCOA-60107522,4,31.62,2
101,PCOA-28496844,4,63.0,3
101,PCOA-84017460,2,27.9,1
102,PCOC-41532131,5,158.7,4
102,PCOE-47842323,2,121.8,2
102,PCOD-53578793,3,27.12,3
102,PCOD-39927080,1,134.07,1
103,PCOA-15796396,2,107.64,1
103,PCOD-13737052,4,120.64,4
103,PCOB-71702097,3,72.32,3
103,PCOD-76550383,2,117.6,2
104,PCOB-56625746,4,103.24,2
104,PCOA-35002530,2,69.62,1
105,PCOD-20691051,2,115.64,2
105,PCOD-09424852,1,169.92,1
106,PCOA-34569156,1,81.6,1
106,PCOA-34569156,5,77.76,2
107,PCOB-75964138,1,13.09,1
107,PCOE-55242760,5,34.86,5
107,PCOE-58434386,4,8.26,3
107,PCOB-03692940,1,17.76,2
107,PCOD-77047330,4,112.23,4
108,PCOE-33540344,3,83.66,1
108,PCOE-48377661,3,119.21,2
108,PCOE-58200659,4,38.22,3
109,PCOB-77824118,2,108.81,3
109,PCOA-68593153,5,28.8,6
109,PCOD-07825546,1,51.0,1
109,PCOD-77324803,4,73.16,5
109,PCOB-65393201,5,141.57,7
109,PCOD-16110157,2,5.58,4
109,PCOC-56652883,1,124.3,2
110,PCOB-02700714,1,67.0,1
110,PCOC-94894485,2,23.49,2
111,PCOB-16062016,1,23.24,1
111,PCOB-00617213,1,14.84,2
111,PCOD-36551342,4,97.2,5
111,PCOE-49546166,1,29.45,3
111,PCOC-84325343,5,120.96,7
111,PCOE-64810731,2,144.53,4
111,PCOD-28281668,4,109.89,6
112,PCOA-91488007,5,25.68,5
112,PCOB-77824118,4,102.96,2
112,PCOA-03391515,2,4.8,1
112,PCOE-12469948,4,51.92,3
112,PCOC-61192552,5,84.7,6
112,PCOB-24620653,4,45.36,4
113,PCOC-17921160,5,29.75,5
113,PCOA-98695006,5,45.6,6
113,PCOB-54757518,1,73.96,1
113,PCOE-04641534,5,22.68,7
113,PCOB-36404235,2,98.94,2
113,PCOE-50926782,2,123.22,3
113,PCOD-62806213,2,31.16,4
114,PCOD-10036615,3,117.52,2
114,PCOC-11445235,5,126.14,5
114,PCOA-47612348,3,62.05,3
114,PCOB-93371121,1,46.8,1
114,PCOA-05300254,4,142.14,4
115,PCOE-67937546,1,42.8,1
115,PCOA-10527152,3,104.03,4
115,PCOE-46461343,1,31.5,2
115,PCOE-38533620,5,138.18,5
115,PCOE-53402031,2,77.77,3
116,PCOB-86664221,1,109.0,1
116,PCOC-27892175,3,41.0,5
116,PCOB-26007765,2,17.6,3
116,PCOA-64625968,3,132.48,6
116,PCOD-46713572,2,21.12,4
116,PCOC-27253332,1,29.1,2
117,PCOC-42539855,4,31.68,5
117,PCOB-60254429,1,25.76,1
117,PCOC-18804451,3,132.61,4
117,PCOC-19236335,2,61.38,2
117,PCOA-80069163,5,43.2,6
117,PCOC-18804451,2,149.0,3
118,PCOC-69421076,5,76.7,3
118,PCOA-39321694,2,18.24,1
118,PCOB-62782992,4,3.44,2
119,PCOC-68697227,2,65.55,1
119,PCOC-99716652,3,123.84,5
119,PCOA-12383988,3,73.2,6
119,PCOE-64810731,2,134.1,2
119,PCOD-53578793,2,19.92,3
119,PCOE-51562690,2,96.72,4
119,PCOC-24772692,5,53.04,7
119,PCOC-25318294,5,25.8,8
120,PCOA-77747587,1,83.46,1
120,PCOB-73688247,5,69.52,5
120,PCOB-86354522,4,109.0,4
120,PCOB-40458804,1,51.98,2
120,PCOA-17940764,1,113.36,3
121,PCOB-72634634,1,65.66,1
121,PCOA-15796396,1,136.89,2
121,PCOA-67874415,2,48.72,3
122,PCOB-67709674,1,129.2,1
122,PCOD-80733777,1,28.8,2
122,PCOE-59649838,3,34.34,5
122,PCOE-99715667,2,37.44,4
122,PCOC-85459818,5,57.6,6
122,PCOB-79642486,1,51.48,3
123,PCOA-34273466,3,77.08,2
123,PCOC-67524050,5,111.8,7
123,PCOE-82360997,3,118.9,3
123,PCOC-92946060,3,20.9,4
123,PCOB-49125846,1,115.56,1
123,PCOC-14586131,3,147.84,5
123,PCOC-15476688,4,71.78,6
124,PCOC-34076151,1,85.36,1
124,PCOE-19567911,1,90.1,2
124,PCOC-19236335,2,68.82,5
124,PCOC-67906844,2,136.5,6
124,PCOC-66940149,2,42.48,7
124,PCOB-79642486,1,45.76,3
124,PCOC-34076151,3,86.33,8
124,PCOD-12239792,1,133.32,4
125,PCOA-54913908,1,32.1,1
125,PCOE-82360997,3,142.1,3
125,PCOE-12551533,2,114.0,2
125,PCOE-11046274,4,157.68,4
125,PCOA-01558702,4,60.45,5
125,PCOB-28516494,5,134.42,6
126,PCOC-13184244,5,47.04,6
126,PCOE-50914926,1,81.03,1
126,PCOB-39001310,1,106.7,2
126,PCOC-03048731,2,112.2,4
126,PCOA-83129950,1,50.88,3
126,PCOC-96348900,4,6.96,5
127,PCOD-91949367,3,28.2,2
127,PCOC-37724943,4,118.68,3
127,PCOE-94728890,1,89.25,1
128,PCOB-29965327,2,146.02,1
128,PCOC-49683950,5,37.06,4
128,PCOD-60949716,2,112.66,2
128,PCOB-61126846,4,113.9,3
129,PCOA-91673821,1,113.12,1
129,PCOC-61103550,2,100.44,2
130,PCOC-31319009,1,19.4,1
130,PCOE-40719397,4,56.8,5
130,PCOB-30970748,1,152.4,2
130,PCOA-80133431,1,90.0,3
130,PCOD-09424852,1,144.0,4
131,PCOC-63587209,4,114.3,3
131,PCOD-39271885,4,27.75,4
131,PCOE-94728890,2,68.25,2
131,PCOB-88702864,1,98.56,1
131,PCOD-90753776,4,145.8,5
132,PCOE-08401813,1,33.6,1
132,PCOC-76668412,1,103.95,2
132,PCOE-47474050,5,85.8,4
132,PCOB-75124459,4,60.45,3
133,PCOD-94569680,4,12.12,4
133,PCOB-18540312,4,114.84,5
133,PCOC-67524050,4,132.6,6
133,PCOC-69268435,4,145.14,7
133,PCOA-60107522,5,36.04,8
133,PCOE-08995500,1,116.15,1
133,PCOA-83129950,2,55.68,2
133,PCOC-42543778,3,58.83,3
134,PCOC-62808362,4,108.64,4
134,PCOA-13664938,5,88.81,5
134,PCOA-30811423,3,108.73,3
134,PCOC-21346829,1,135.66,1
134,PCOC-71818734,1,109.18,2
135,PCOA-90183385,2,23.92,1
135,PCOB-72796459,4,28.5,2
135,PCOB-53080774,4,82.68,3
135,PCOE-08401813,4,34.0,4
137,PCOA-09565607,1,32.4,1
137,PCOB-06333619,3,93.1,3
137,PCOB-32421874,4,6.72,5
137,PCOC-62808362,1,119.84,2
137,PCOB-77680897,4,36.52,6
137,PCOB-94503088,3,111.2,4
138,PCOD-10036615,2,110.24,1
138,PCOD-20691051,4,109.74,2
139,PCOC-15239603,2,51.52,3
139,PCOD-80733777,1,34.56,1
139,PCOD-18364203,3,124.26,5
139,PCOC-24062195,3,8.4,6
139,PCOB-26171866,2,122.72,4
139,PCOD-02721728,1,64.8,2
140,PCOC-54379608,5,29.96,4
140,PCOD-71174522,2,30.24,1
140,PCOB-12878556,5,103.84,5
140,PCOC-55902039,2,83.95,2
140,PCOB-65646075,2,19.58,3
141,PCOE-10048614,1,80.36,1
141,PCOC-54038924,3,125.76,2
141,PCOD-84999028,5,54.94,4
141,PCOD-57374282,4,67.41,3
142,PCOD-34349896,4,12.3,4
142,PCOB-26709040,4,110.08,5
142,PCOE-00888136,3,164.28,2
142,PCOA-25038079,1,32.64,1
142,PCOA-26339566,5,24.15,6
142,PCOB-09226891,3,104.04,3
143,PCOA-16018915,1,76.44,1
143,PCOC-68350214,3,135.7,4
143,PCOD-39927080,3,116.85,5
143,PCOD-41688549,5,142.78,8
143,PCOC-54379608,3,28.84,6
143,PCOC-42543778,1,58.3,2
143,PCOB-37653011,4,150.96,7
143,PCOA-77886066,2,29.64,3
144,PCOA-97434862,2,127.6,2
144,PCOB-90527436,3,92.16,4
144,PCOE-21278824,1,4.25,1
144,PCOE-68500291,2,126.69,3
145,PCOC-60872139,4,28.0,4
145,PCOA-09565607,1,30.78,1
145,PCOB-82771632,3,129.69,3
145,PCOE-82360997,1,123.25,2
146,PCOA-37797683,1,3.92,1
146,PCOC-74266463,2,67.76,4
146,PCOC-11571240,4,125.4,6
146,PCOA-73287762,1,43.68,2
146,PCOB-20341639,2,71.98,5
146,PCOC-74097073,1,168.72,3
147,PCOE-77744359,1,64.8,1
147,PCOE-49740955,4,67.8,3
147,PCOB-24620653,4,57.24,4
147,PCOD-13510570,3,40.33,2
148,PCOC-54379608,3,23.8,1
148,PCOA-09791810,4,80.19,3
148,PCOA-19779317,3,151.62,2
149,PCOC-84709616,5,55.86,2
149,PCOC-11445235,5,118.72,3
149,PCOA-44551977,2,165.41,1
150,PCOB-53080774,2,81.9,1
150,PCOD-83096242,5,12.65,4
150,PCOA-49295571,4,142.08,3
150,PCOB-18368074,2,33.17,2
151,PCOB-94863802,3,124.1,1
151,PCOB-88070015,4,124.32,3
151,PCOD-31775002,3,4.8,2
152,PCOC-57359951,2,119.84,2
152,PCOC-88491259,1,65.4,1
152,PCOB-67127929,2,49.41,3
153,PCOB-69350003,5,20.88,4
153,PCOB-08232714,3,84.63,1
153,PCOB-67709674,4,115.6,2
153,PCOB-77955662,4,115.26,3
153,PCOE-11046274,5,157.68,5
154,PCOC-89487997,2,43.16,1
154,PCOA-37797683,5,4.32,4
154,PCOB-63403597,2,93.79,2
154,PCOB-88070015,2,134.68,3
155,PCOA-01438800,2,8.5,3
155,PCOA-00364552,1,20.4,1
155,PCOD-34696050,3,35.26,6
155,PCOA-09565607,2,25.38,4
155,PCOC-64828154,2,19.2,5
155,PCOD-29793596,1,178.5,2
155,PCOA-12383988,5,66.49,7
156,PCOA-58803520,3,101.92,5
156,PCOC-71294310,1,61.2,1
156,PCOD-48247169,2,4.6,2
156,PCOD-70985228,2,13.92,3
156,PCOD-51432000,2,7.04,4
156,PCOB-94911074,5,128.62,7
156,PCOD-00425107,4,107.42,6
157,PCOB-26171866,2,122.72,2
157,PCOE-19062609,3,112.24,4
157,PCOA-96512312,5,30.8,5
157,PCOE-20729844,2,118.8,3
157,PCOD-91144923,1,8.56,1
157,PCOA-03483986,5,87.0,6
159,PCOC-21346829,1,135.66,1
159,PCOD-21741486,4,53.55,2
160,PCOC-98052247,2,64.8,1
160,PCOE-59649838,3,31.62,3
160,PCOB-64966149,5,23.2,5
160,PCOB-47894761,2,72.21,2
160,PCOD-14692413,3,47.17,4
161,PCOB-28911381,3,13.77,1
161,PCOE-58796558,5,59.0,2
161,PCOB-06594479,5,74.52,3
162,PCOE-65924677,1,53.69,1
162,PCOC-76628401,2,51.0,2
163,PCOA-34569156,5,92.16,2
163,PCOC-43545473,5,6.96,3
163,PCOC-98436912,5,75.24,4
163,PCOB-06594479,1,69.0,1
164,PCOD-96434422,4,54.29,4
164,PCOD-39678976,3,55.68,2
164,PCOE-25836750,2,94.77,1
164,PCOA-38723482,4,112.64,5
164,PCOB-82493419,3,68.44,3
164,PCOB-65817686,4,80.99,6
165,PCOA-33599533,2,60.52,2
165,PCOD-71174522,1,27.0,1
165,PCOC-94618168,5,134.9,3
166,PCOB-44291140,1,90.16,1
166,PCOB-29747736,3,6.06,2
166,PCOE-21278824,4,5.8,4
166,PCOA-78697093,3,75.2,3
166,PCOB-98622015,4,81.32,5
167,PCOA-57869973,4,34.65,1
168,PCOE-28646435,1,69.58,1
168,PCOE-86530491,4,163.03,3
168,PCOB-09226891,3,95.88,2
169,PCOE-67310033,3,97.68,3
169,PCOD-94569680,3,13.92,4
169,PCOD-20525176,3,124.02,5
169,PCOB-73688247,2,66.36,2
169,PCOA-44551977,1,129.27,1
169,PCOE-36196725,4,12.1,6
170,PCOA-35002530,1,57.23,1
170,PCOA-80078739,4,3.33,5
170,PCOB-71702097,3,57.6,4
170,PCOB-86354522,2,108.0,2
170,PCOC-14586131,2,124.08,3
170,PCOE-68500291,4,131.61,6
171,PCOA-52257439,3,4.72,2
171,PCOB-11165191,4,54.52,3
171,PCOE-23124073,2,60.16,1
172,PCOE-10689102,4,106.2,3
172,PCOC-36253376,1,8.05,1
172,PCOB-18997730,1,8.0,2
172,PCOD-68892508,5,38.88,4
173,PCOB-48655002,5,137.2,3
173,PCOB-28516494,4,134.42,2
173,PCOB-17078521,1,88.2,1
174,PCOE-60652354,3,25.96,3
174,PCOC-17921160,3,40.6,4
174,PCOC-35503116,5,23.46,6
174,PCOD-62806213,3,31.16,5
174,PCOB-37771611,2,127.4,1
174,PCOE-31291536,2,42.0,2
175,PCOB-06333619,4,92.12,4
175,PCOD-15817441,1,157.92,1
175,PCOA-51745979,4,128.76,5
175,PCOD-26108606,4,4.32,6
175,PCOC-22626544,1,47.46,2
175,PCOC-84377529,3,59.52,3
176,PCOC-24062195,1,8.16,1
176,PCOE-84987814,3,145.41,3
176,PCOD-87328820,2,90.64,2
176,PCOE-36196725,5,8.91,4
177,PCOD-38039848,4,149.76,4
177,PCOC-13911630,2,52.8,2
177,PCOE-25836750,1,107.64,1
177,PCOB-65405403,3,88.74,3
178,PCOA-65828660,2,36.36,1
178,PCOC-01194673,4,96.32,4
178,PCOA-85189596,2,21.62,2
178,PCOC-58963226,3,46.0,3
178,PCOE-12551533,5,94.0,5
179,PCOA-44815681,4,19.95,3
179,PCOB-06798341,4,88.0,4
179,PCOB-17078521,5,82.32,6
179,PCOC-99716652,2,161.28,1
179,PCOC-11445235,4,96.46,5
179,PCOD-71174522,3,24.3,2
180,PCOD-62806213,3,44.08,2
